seller_state,seller_id,orders,gmv,avg_order_gmv
SP,c500367424994318b9e779ff1ae9a330,9,4658.39,517.598888888889
SC,8cbac7e12637ed9cffa18c7875207478,67,4654.349999999999,69.46791044776118
SP,bf3c6d2a28b2b5501e6c15448982dcc9,35,4648.15,132.8042857142857
SP,2199e7fe213c16213bf5d6a7eadc9a5d,25,4647.780000000001,185.91120000000004
SP,6a0cbc8af2e8abd1bdfb777943d174c6,35,4639.42,132.55485714285714
PR,4d600e08ecbe08258c79e536c5a42fee,8,4633.459999999999,579.1824999999999
SP,3f995f07c49d0d55a99d5c54957f7d81,43,4627.200000000001,107.60930232558141
SP,406822777a0b9eb5c50e442dd4cd3ec5,45,4596.34,102.1408888888889
SP,d5ba419e26d246a0719437cf37d9b46d,34,4581.51,134.75029411764706
PR,681fce914360217db47784ae28905a96,23,4571.8,198.77391304347827
SP,271c58a1d139c45eaf3316107c6d3a3b,29,4568.71,157.54172413793103
SC,8ed8ea9a57c862f2c18c2fe41f601d56,19,4562.97,240.1563157894737
SP,f4aba7c0bca51484c30ab7bdc34bcdd1,110,4557.5,41.43181818181818
DF,6b333a05bf188ef3e1f1662a86bd9855,12,4554.880000000001,379.57333333333344
SP,e883aa812c37a7413226856f4579fe91,26,4554.46,175.17153846153846
SP,238fac594e170b59c6d228f5a4f4f1d9,29,4545.5199999999995,156.74206896551723
PR,3361277dc30b7cccdb0c286b24219756,29,4540.9,156.58275862068965
SC,f021c962aaba8ef6eb527a9c2c8394d1,5,4533.87,906.774
SP,1fdc574883ef3b33ad41562d93f3a74a,18,4524.27,251.34833333333336
SP,4559697a8f7e637227c2eeaed843baff,42,4474.27,106.5302380952381
SC,7f152321c60a266edc53af1925ef96c1,20,4471.92,223.596
SP,56642bcb79900e777d68e91915cb4267,48,4471.79,93.16229166666666
SP,f00e21b1e91a79653163b7fd8f293ff1,31,4471.06,144.2277419354839
SP,282c7480173bb9c01dd41cc739fec010,5,4466.31,893.2620000000001
PR,02f5837340d7eb4f653d676c7256523a,30,4463.880000000001,148.79600000000002
SP,66dc1b1632bd6a3e508510c5b3492107,37,4449.26,120.25027027027028
SP,14d7985702e72162bbf13b6beb74ab2b,37,4441.0,120.02702702702703
MG,870d0118f7a9d85960f29ad89d5d989a,45,4428.030000000001,98.40066666666668
PR,38e679b9e0064cd94c6f035707344dae,28,4418.1,157.78928571428574
SP,6bb0724edf0b62fb91ac404873a97241,17,4416.52,259.7952941176471
SP,1b8356dabde1d35e17cef975c3f82730,56,4413.61,78.81446428571428
SP,070d165398b553f3b4b851c216b8a358,32,4396.75,137.3984375
SP,3d8fa2f5b647373c8620330c4e077a9f,43,4390.549999999999,102.10581395348835
SP,79ed755314cfe6df0daef2c6cd3022cd,23,4366.66,189.85478260869564
SP,edf96ef93ed595084bbcbd9224bd2894,25,4365.78,174.63119999999998
MG,96804ea39d96eb908e7c3afdb671bb9e,38,4365.76,114.88842105263159
SP,2745f798279e0ed033addcc1474776d7,32,4364.990000000001,136.40593750000002
RS,42fa4ee7240e9b8eb4576358ec142ba7,22,4364.469999999999,198.38499999999996
PR,3c4e0452bff7a2a788179488d3d77032,32,4352.52,136.01625
RJ,9b1585752613ec342d03bbab9997ec48,3,4349.04,1449.68
SP,ed4311e67debd72b8610a5347a743087,25,4342.81,173.7124
SP,6481e96574816ead57975da2c0f6d80d,32,4340.860000000001,135.65187500000002
RJ,8b2492b7ff4468839593fafeed55bad9,29,4336.26,149.52620689655174
MG,276677b5d08786d5dce7c2149dcce48b,33,4320.639999999999,130.92848484848483
SP,4c18691b6037662be2df78a765d98ab5,63,4316.51,68.51603174603174
SP,2e13c71026e1a39ba5cc1b86dcb679aa,24,4310.21,179.59208333333333
SP,e8f6dc8e6a1dcde89d20e3995c8d90b3,36,4308.0199999999995,119.66722222222221
SP,23a0ffca143a15b9b5bbdb7d552f626a,23,4304.28,187.14260869565217
MG,8c3b533c63cca56240f94f1e3a6b18ef,5,4301.7699999999995,860.3539999999999
SP,8090490573c6c0aa343a7231ebcb8c86,26,4298.030000000001,165.3088461538462
RS,a44fb5a447105f8469bdf16bf9159f25,19,4292.71,225.9321052631579
SC,c731d18cea9bf687ffee82a241c25b11,24,4272.65,178.0270833333333
PR,df560393f3a51e74553ab94004ba5c87,28,4267.33,152.40464285714285
RJ,a0415d9b25ede3c4b1e477e9916ffc03,10,4247.98,424.79799999999994
SP,9646c3513289980f17226a2fc4720dbd,71,4247.32,59.82140845070422
SP,5f5b43b2bffa8656e4bc6efeb13cc649,27,4232.65,156.7648148148148
SP,2d2c62bef4c8ba0dd74e0e228e808539,16,4230.48,264.405
SP,994f04b3718c2bab35c2adfa8afecd2a,49,4221.21,86.14714285714285
SP,e7d5b006eb624f13074497221eb37807,28,4220.42,150.7292857142857
SP,f35b3c613c4f7b2275f4185d0a3c59ec,9,4214.289999999999,468.25444444444435
SP,643214e62b870443ccbe55ab29a4dccf,66,4199.780000000001,63.63303030303031
SP,2a167ca73899c85001a837d8fb4962f6,2,4197.62,2098.81
MG,08cdbae123ff67ca4e36d9d641ce0119,4,4195.46,1048.865
SP,bede56095ba33c42038fb85f707b8a42,2,4184.77,2092.385
MG,21e83881401b92b49fb09a16d3852291,14,4182.53,298.7521428571428
SP,5d3bb11474a06bdc23fb9e89f1164ee0,31,4178.82,134.8006451612903
SP,3bdff180c7e1f6551a643b99c265a120,59,4161.860000000001,70.54
SP,71039d19d4303bf9054d69e9a9236699,35,4158.65,118.81857142857142
SP,e70053bf73d1b5863932e53a9fa47496,7,4158.58,594.0828571428572
SP,38874e327ce94d11390b96eb42d61928,6,4158.43,693.0716666666667
SP,2d50d6282f8aa2257819a77bfaa0efe0,44,4151.5199999999995,94.35272727272726
SP,33ac3e28642ab8bda860a2f693000e78,34,4151.12,122.09176470588235
MG,594f9aaa48e5bf431f011ddc5669b0d5,37,4136.41,111.79486486486486
SP,5d9dc90a686a8fddacffab6bab5653a3,12,4131.27,344.27250000000004
SP,d57e18d5f73c7ccb7f7339b61166898d,61,4111.19,67.39655737704918
SP,c0563dd588b775f2e37747ef6ad6c92c,28,4094.6800000000003,146.23857142857145
DF,77e4abfd739aed9c46480f90f81c0eb4,18,4092.21,227.345
MG,1838dd9b8977065acf51d95e0053ea7a,64,4075.88,63.685625
MS,b1fecf4da1fa2689bccffa0121953643,19,4066.72,214.0378947368421
SP,6b90f847357d8981edd79a1eb1bf0acb,45,4059.7299999999996,90.21622222222221
MG,cfd7ddab722b902f7ac5b5f3ba6d723d,12,4058.1099999999997,338.1758333333333
RS,f0837c8d71434931d9e38e7b79234797,22,4049.3599999999997,184.06181818181815
SP,a2b5b6105ea5942300631d2e76f4ffe0,16,4009.34,250.58375
PR,3c010235b7345c92f125d14ee232a76b,15,4005.32,267.02133333333336
SP,7f2617c58d5d06806987308b45654351,22,3983.2700000000004,181.0577272727273
SP,dd533b429f380718b70ad9922c294bae,41,3970.9799999999996,96.85317073170731
PR,4da0e408c99d2fdc2126dc9fce518060,44,3964.7299999999996,90.10749999999999
RS,b1ac6ea7895bc3dd6f0f6f4abbdd2821,40,3964.3300000000004,99.10825000000001
DF,432c37c9dfba871172ec162e20118b8c,46,3938.54,85.6204347826087
SP,eb4df17aed01d918c65f0f8d650900c0,11,3925.46,356.86
SP,f7ccf836d21b2fb1de37564105216cc1,70,3910.4400000000005,55.86342857142858
SP,f4db9b37944bcb8873e6b456ee190bbf,21,3909.94,186.18761904761905
SP,a17f621c590ea0fab3d5d883e1630ec6,65,3901.54,60.02369230769231
SP,ec80e49e69745ab6c14f984bf2149423,12,3897.3099999999995,324.7758333333333
SP,c9aafcd0621b2207c10e32c649cada4d,44,3885.8999999999996,88.31590909090909
PE,1d0997ff06b524ce9289ffd75114ecd3,3,3873.57,1291.19
SP,0c7533c71df861ec58ad7ff999ed0e8d,61,3863.51,63.33622950819672
SP,960945e1a9535cbc0cd6ddd35fbe7ae8,28,3861.5300000000007,137.91178571428574
SP,8ff38bc3969e67c36c48343a07090f66,2,3859.56,1929.78
SP,aae3bfea055532c57fb453ed3ec80b30,48,3857.17,80.35770833333333
RO,3364a91ec4d56c98e44174de954b94f6,6,3853.8500000000004,642.3083333333334
SP,3b872fd4747f01cc56206f2934198618,25,3843.11,153.7244
PR,4677a5437afda5fa7140b927b07be1cc,11,3835.6999999999994,348.69999999999993
PR,e48b04bf1aa1ef711caebeb7aede6180,25,3832.7300000000005,153.30920000000003
SP,218f991754f360af9c2daa5e0b8e990c,14,3819.54,272.82428571428574
SP,f326006815956455b2859abd58fe7e39,9,3813.1800000000003,423.6866666666667
SP,5f1dc28029d2c244352a68107ec2b542,62,3803.46,61.34612903225806
SP,c8b3445d737de6befde0c88ede534a5e,30,3800.79,126.693
SP,244c2f1bff6afe1f2eaf9bfe9b2aed38,23,3794.87,164.99434782608697
SP,977f9f63dd360c2a32ece2f93ad6d306,24,3793.85,158.07708333333332
RJ,a938325a4b357fd23a6a4d5bb126408e,24,3791.8100000000004,157.99208333333334
SP,f2336e113377dd21c744d9c4fc8293a9,4,3762.08,940.52
SC,54c04bdb5ec46762f8f08c7e8f86ed4a,18,3757.7799999999997,208.76555555555555
MG,5bc24d989e71e93c33e50a7782431b0e,17,3736.5300000000007,219.79588235294122
SP,cb3dd9ce66268c7a3ca7241ac70ab58c,50,3725.7099999999996,74.51419999999999
RN,52562a9f449c3dc3d53f5f5b9ed74903,14,3710.64,265.04571428571427
SP,bce6a5ecf98e99fd2a8868b15c51f04b,14,3706.5,264.75
SP,430315b7bb4b6e4b3c978f9dfa9b0558,20,3704.6299999999997,185.23149999999998
SP,cce6ab8d1682639fe45ab70234f1665f,63,3690.1400000000003,58.5736507936508
SP,cb5df0dcb9e280b1780e9d589889f2c7,16,3689.21,230.575625
SC,ed46f1eb4a638113deb2a1137b5f22e9,4,3686.6800000000003,921.6700000000001
SP,5c6d4016c2a288f074fa0848a2b653d2,32,3673.1699999999996,114.78656249999999
MG,0ebd97a106433a45a4aebe57c1799778,31,3661.6800000000003,118.11870967741936
SP,a6fe7de3d16f6149ffe280349a8535a0,51,3647.4199999999996,71.51803921568627
SP,e89c4adbe7b1d0819dbb636e16461cf1,24,3636.1499999999996,151.50625
SP,318f287a62ab7ac10b703ac37435a231,52,3634.6000000000004,69.89615384615385
MG,2a1348e9addc1af5aaa619b1a3679d6b,52,3631.3999999999996,69.83461538461538
SP,b8555308bfdb4ca1ed54325a58da9a97,26,3630.0299999999997,139.61653846153845
RS,c64a2aec32cc408a8a4c6d7c46017f91,9,3628.17,403.13
RJ,6750d71153f00fc58829af2a8ef1bcf1,6,3626.5,604.4166666666666
SP,d93919c944be9cff128f6c9cb899eacb,33,3624.01,109.81848484848486
SP,244b04680fdbded0acf5aebd9c92b44a,3,3616.51,1205.5033333333333
SP,c394e193cda3b4225ff2094d32184849,3,3611.4400000000005,1203.8133333333335
SP,afa6714acee029b2dfdf357e5579cc03,16,3603.58,225.22375
MG,585175ec331ea177fa47199e39a6170a,1,3602.47,3602.47
PR,ae7ab174effdead6c241e547e4ca13f0,6,3574.0599999999995,595.6766666666666
SP,974cf2cb8f4b7add98709c30df02fe10,33,3559.6800000000003,107.86909090909091
SP,20d83f3ef0e6925fd74bfd59170babf7,40,3557.21,88.93025
RS,d17f467e4bf608a510c20d82f4ba3b6b,12,3556.55,296.37916666666666
MG,5b51032eddd242adc84c38acab88f23d,12,3548.95,295.74583333333334
SP,aeb36d67f1414f234d42a29e27cf1f17,4,3548.1,887.025
SP,f593898ec748b7a8cb81fc04edafd98a,20,3541.1200000000003,177.056
CE,8d79c8a04e42d722a75097ce5cbcf2ef,27,3535.16,130.93185185185186
RJ,bb7a14e229b1c95156719c3d9552eeee,11,3519.45,319.95
SP,f61c63d13f7cd800549d5acdd390ae72,26,3501.6899999999996,134.6803846153846
MG,b335c59ab742f751a85db9c411a86739,33,3480.72,105.47636363636363
SP,1771297ac436903d1dd6b0e9279aa505,28,3466.4300000000003,123.80107142857143
SP,fce62094ffe6a4009188ec44e681dfdd,4,3452.63,863.1575
SP,2156f2671501a81034d7d07f217609d0,22,3433.89,156.0859090909091
SP,55f7a3319d80f7fdf078b8f03e6725fe,22,3420.4500000000007,155.47500000000002
PR,f7720c4fa8e3aba4546301ab80ea1f1b,60,3418.9700000000003,56.98283333333334
SC,1ce3ae5a399804d1a87e706f8a813c3e,40,3416.6899999999996,85.41725
SP,bd697db56ff8e7c9cd1abeb7f72029b2,22,3415.2000000000007,155.23636363636368
SP,a1474fd46fd3430168f7ec202da39408,12,3413.52,284.46
MG,5bc55dbe2f12b6af6d83ed46023e0dc8,17,3409.38,200.55176470588236
SP,3fd1e727ba94cfe122d165e176ce7967,37,3394.42,91.74108108108108
PR,5cbbd5a299cab112b7bf23862255e43e,36,3385.21,94.03361111111111
MG,49e7217cfe4e427191c378ec626d8737,13,3378.3099999999995,259.86999999999995
SC,d25aa0aaacb370e912f8cf6efeba38b3,17,3373.1300000000006,198.41941176470593
MG,e99e927c81e3f51739c94fcdfca9f10f,22,3360.4700000000003,152.74863636363636
RJ,5b35136197710e16ac5e7b7c2bd4ea85,7,3350.29,478.61285714285714
SP,cd06602b43d8800bd0afad514919d35c,44,3335.33,75.80295454545454
SP,31561f325664a8a7aba4c8d0c3a9b3db,36,3329.3599999999997,92.48222222222222
SP,fd386aa7bed2af3c7035c65506c9b4a3,69,3316.17,48.060434782608695
MG,4305fe92735c8a43d154ff6dd2b8d927,19,3314.25,174.43421052631578
PR,33576ec5412fb5905d876f12f33bfde6,31,3287.9800000000005,106.06387096774195
SP,51702dc2a3e106c76dbff722b5bf0726,13,3287.04,252.84923076923076
SP,efcd8d2104f1a05d028af7bad20d974b,47,3280.1899999999996,69.79127659574468
SP,730937bf88cb151eb2eb849f642fc213,22,3277.17,148.96227272727273
SP,850913d59ce317156b00f3705f1c3edb,32,3270.9599999999996,102.21749999999999
SP,b494891378bd8f4560abe576c52deacd,20,3270.8199999999997,163.541
SP,ede0c03645598cdfc63ca8237acbe73d,46,3269.8700000000003,71.08413043478262
PR,df56d7b40d437f88407c5f78b63bc328,22,3251.5,147.79545454545453
SP,60562ab00b8054280520d390c8c0045c,17,3247.09,191.00529411764705
SP,d9e8c084b68fe958861d8f2c21202e6b,9,3231.86,359.09555555555556
PR,d93844a9c55ba7ce353388bcf849ea56,12,3229.5200000000004,269.1266666666667
SP,3cfa1358a6caa965278721344c8d76f2,5,3221.53,644.306
SP,4992e76a42cb3aad7a7047e0d3d7e729,57,3218.5699999999997,56.46614035087719
SP,4c8545742faaf58fafd5fd14d25d75cf,4,3216.31,804.0775
SP,a369d693961cb93b61ca2cc518872a85,11,3213.79,292.1627272727273
GO,8ab42aa58097fd4668d60cc648225d5f,20,3210.39,160.5195
RS,6338ea67c41078a46ad99cc009654956,37,3210.39,86.76729729729729
PR,ffa6adafb71b807dc13159e26431354c,18,3206.9800000000005,178.16555555555558
RJ,fec6275253471ace26d209bbaa64cd0f,9,3195.67,355.07444444444445
SP,f44b6f775a2b390380e0e30b5c9d3eee,10,3188.24,318.82399999999996
SP,1996942dc085d7773ba77a529b163cd0,10,3183.43,318.34299999999996
SC,be9a160a9011f627c3e121d076c1ec7b,7,3182.52,454.6457142857143
RJ,4342d4b2ba6b161468c63a7e7cfce593,20,3163.3099999999995,158.16549999999998
SP,0885aaf116795758dfeb5f1032487bcd,28,3162.3199999999997,112.93999999999998
PR,612a743d294c27884fb7b80d2b19ba35,2,3162.15,1581.075
SP,56e361f411e38dcef17cdc2a3d99628b,5,3155.7599999999998,631.1519999999999
MG,1987cd4be10fe09ee50454f9c354d1c6,14,3135.2299999999996,223.94499999999996
MG,8f54d64f28a993550aa7943f12572959,15,3133.12,208.87466666666666
SP,157c3e4b42f81ac4a44e8b1ca2fe9876,23,3131.8199999999997,136.16608695652172
PR,9906e7aa42a3c067b7c9a564d01c4320,12,3115.6,259.6333333333333
RS,13074f016982ff2bd6c58ced8682f000,14,3111.7,222.2642857142857
MS,9c068d10aca38e85c50202e17b4a7e88,17,3108.83,182.87235294117647
SP,62c50c1af4dfdc4149d25c5222043d39,14,3096.03,221.145
SP,82bd0703a4aefd6b599e5bfdaed378fb,21,3084.84,146.89714285714285
SP,d32e3909cfb714fb2a6cb092c85b9c5f,10,3078.8999999999996,307.89
PR,820cc752a266cdc6c1a1e61dd4583330,15,3078.7699999999995,205.2513333333333
SP,b1204cfda1d4948679db3cfc0d3cb95c,7,3078.15,439.7357142857143
PE,78744a20ee2f80ba64f6804c25def2b8,6,3068.8500000000004,511.4750000000001
SP,d3dcf0604eabf0224fbd5948b5e02f69,9,3067.41,340.8233333333333
SP,082e0bf4cb865a6533b1e8e498cc0255,11,3064.33,278.57545454545453
RJ,b74d1c09cb380e1d03a6f859c6f4224b,31,3053.2,98.49032258064516
SP,ccf8813e5a7d6c84d865cd38bfc2b130,26,3051.29,117.35730769230769
SP,f125f3a310c2e5f822d116147de1e474,16,3049.29,190.580625
SP,3504c0cb71d7fa48d967e0e4c94d59d9,53,3037.31,57.307735849056606
SP,5a93f3ab0ef4c84ed5e1b5dbf23978bc,39,3035.39,77.83051282051282
SP,0bb738e4d789e63e2267697c42d35a2d,30,3030.6400000000003,101.02133333333335
SP,1d4587203296c8f4ad134dc286fa6db0,42,3027.54,72.08428571428571
PR,dd58ee93286b0821565574c570e9e1dc,2,3023.31,1511.655
SP,f214d28e8d8e3ef068748498ccc2f813,54,3021.52,55.95407407407407
SP,606ce7768feac12c5e8bd58db8b08f0f,5,3018.8599999999997,603.7719999999999
SP,e908c0f3646e8b60375734a350d95d71,1,3009.53,3009.53
SP,b56906f7fd1696e043f1bcce164c487b,40,2995.42,74.88550000000001
RJ,6f229cc508fc6915ed5c499efd93baa4,13,2988.68,229.89846153846153
SC,5abb8ea023c77787f2c15da891c8d384,13,2987.2,229.78461538461536
PR,f805b96fa705ba7995a221f1749dc141,7,2986.87,426.69571428571425
SP,fe26f3ecb51a15e6d8335cd92da42562,7,2971.5499999999997,424.5071428571428
SC,052577151711aec5c744fe12e66db3e1,4,2970.42,742.605
SP,d3f39f05462b79a4562d35893a28f159,34,2968.7699999999995,87.31676470588233
PI,47efca563408aae19bb7206c2d969ea9,12,2965.3199999999997,247.10999999999999
SP,f1b93673502375d491780bb49d615dbc,8,2959.28,369.91
PR,cac876b37d3abcd6bd76caca30277996,27,2958.79,109.58481481481482
SP,323ce52b5b81df2cd804b017b7f09aa7,30,2955.67,98.52233333333334
SP,4b0fdb526525f9890eb145bf1534640e,18,2954.21,164.12277777777777
SP,116ccb1a1604bc88e4d234a8c23f33de,61,2948.33,48.33327868852459
SC,888faa8bfb0b159c37de6d898b961c31,19,2945.0,155.0
MG,daeb5653dd96c1b11860f72209795012,40,2938.0599999999995,73.45149999999998
SP,bc302730ea8cf49b5c74f579febb5bbf,11,2930.1699999999996,266.37909090909085
SP,655220df33262c7e0c4949a147366f94,13,2926.53,225.11769230769232
RJ,04aba03279157f6d4e0fe8ccaf21963c,16,2922.33,182.645625
SP,2c4c47cb51acd5ea5db5e0ae0e26542a,12,2917.37,243.11416666666665
SP,5160d23075764e18e07c1f4a87fad743,34,2915.42,85.74764705882353
SP,0725b8c0f3f906e58f70cbe76b7c748c,17,2905.99,170.94058823529411
MG,41ab63a91b8b264e8c8780368bf1dd5b,12,2874.22,239.51833333333332
SP,491a5ada3aa1678414e990262c4bbdc1,2,2873.81,1436.905
SP,f1c1ac3f3efc07e659c035008e615e66,4,2864.7799999999997,716.1949999999999
SP,4e8dacf3d38f281ae26c3e0321d92d88,10,2861.11,286.111
SP,3a734b715d333a2588a3d54a0c9b8746,18,2859.16,158.8422222222222
PR,8a87611c08849ffeeccab52aa798b6c7,13,2855.12,219.62461538461537
SP,fdaaf5bfda82b7b80535610c831b8d09,10,2848.3199999999997,284.832
SP,bb5bd94c8f59cc050072d2930c869cac,16,2846.6400000000003,177.91500000000002
SC,8603f0038fe0e52fedd3382d266723de,10,2845.12,284.512
SP,1c40343cc5d18c2d8248ac2f3366de34,21,2839.42,135.2104761904762
SP,7fc87cc3e89b3d1d5cabdca32f8485aa,14,2835.8199999999997,202.5585714285714
SP,7238a95bb63ef7e498389fb863b834a1,15,2835.1099999999997,189.00733333333332
SP,cea729054f157f5870bdd321a958d994,24,2831.62,117.98416666666667
SP,ea6b12bf9ffe2bac34602ec631d97a47,11,2831.32,257.3927272727273
SP,0ed6ce5d87fd9c69eaacaeb778d67235,43,2829.25,65.79651162790698
SP,c013e57c075a06e5b5c48ee03c525719,42,2828.66,67.34904761904761
PR,ffdd9f82b9a447f6f8d4b91554cc7dd3,18,2828.66,157.14777777777778
SP,e9511df20ccd82658a30c37b7fb343af,22,2823.0999999999995,128.32272727272724
RS,458d868c9642f55f18f04e951a3fdde6,2,2822.75,1411.375
BA,1444c08e64d55fb3c25f0f09c07ffcf2,1,2818.74,2818.74
PR,6989574bd97d9773f10d232b6c07da59,7,2799.5,399.92857142857144
SP,1b7e5006cb25dd23ce8686691013b121,11,2785.96,253.26909090909092
SP,14a08204d03bb6b6bde8029f801ae0eb,28,2779.0999999999995,99.2535714285714
SP,729b2d09b2a0bdab221076327f13d050,49,2768.66,56.503265306122444
SP,fe49ee029e61e789a1f3a5525f57ba8d,17,2752.4399999999996,161.90823529411762
SP,f615fe7efbef0f4f08fd3086bc7a3e60,23,2748.96,119.52
SP,0015a82c2db000af6aaaf3ae2ecb0532,3,2748.06,916.02
SP,0ffa40d54288e4f3499b8780dd0f144f,33,2746.47,83.22636363636363
MG,8f78f0903005064036736c7173a5c2ed,13,2745.95,211.22692307692307
DF,e38db885400cd35c71dfd162f2c1dbcf,30,2737.55,91.25166666666668
MG,6df688df543f90e9b38f4319e75a9d88,40,2733.56,68.339
GO,9a84ba99f5367fdbd4598363496f1ea2,16,2720.9300000000003,170.05812500000002
SP,5eeb9c756d9780b96283e5a2ac6da334,9,2718.7400000000002,302.08222222222224
SP,df91910b6a03bb2e3358fa6a35e32f6f,14,2707.12,193.3657142857143
SP,c2d70ce2c5d0a2eb75e78668236e6dc8,13,2699.92,207.68615384615384
SP,de0c78824586e9a5f5f04fd84e25df39,14,2697.83,192.70214285714286
SP,4978a02ea9c8be7a9b5480680f40334e,18,2696.8399999999997,149.82444444444442
SP,78c99c6dff4eeae5be99bf635ed21e3f,31,2695.77,86.96032258064515
SP,1354d51653f645349064725ed204e85e,18,2694.7200000000003,149.70666666666668
PR,ed859002ad59dbf8cf3602696a6c3000,7,2690.6400000000003,384.3771428571429
PR,fb89df7f89fd1b8f03fa2acca1ba7364,22,2687.4300000000003,122.1559090909091
SP,dc8798cbf453b7e0f98745e396cc5616,41,2680.7000000000003,65.3829268292683
SP,cfe94489ddd337d1e29e12f2a7205d10,20,2672.8199999999997,133.641
SP,a08692680c77d30a0b4280da5df01c5a,6,2660.91,443.48499999999996
SP,acadd4d36859671cb635527c6c977533,12,2646.94,220.57833333333335
SC,6bbcb8924baf70b7fe2fe2097e8cd407,10,2646.8300000000004,264.68300000000005
SP,d06d019f72a04e5497a0b64190af170c,17,2641.44,155.37882352941176
SP,fa74b2f3287d296e9fbd2cc80f2d1cf1,11,2635.6800000000003,239.60727272727274
SP,3d39fbf22a665714baf62fae36029e23,8,2634.83,329.35375
SP,76833248bbc0e65a0293ec62023e4396,2,2630.6800000000003,1315.3400000000001
SP,7f7b8245c336066a1f9933c359f11d77,38,2630.23,69.21657894736842
SC,7b8e8ec35bad4b0ef7e3963650b0a87b,5,2616.3,523.26
RS,c6381d2d013342748761e906d45aff76,15,2614.26,174.28400000000002
SP,77a515caa36327151d1cc6c32a9f00e1,26,2613.58,100.52230769230769
MG,cd843d4cf8ef32827de0396605163ba3,5,2612.56,522.512
RS,34f563c82a85b99ae9e6d60db5fc2e28,8,2578.5,322.3125
SP,412a4720f3e9431b4afa1476a1acddbe,21,2569.16,122.34095238095237
SP,b83cedfb587e7911540e3f576d6917ce,24,2568.75,107.03125
SP,723cd880edaacdb998898b67c8f9da30,11,2549.63,231.78454545454545
SP,3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,2547.17,101.88680000000001
SC,91f0eec23d4a61d7d7caeefa3f0ad1ca,11,2545.2599999999998,231.38727272727272
SP,cf2384dd2f1dddea3f838efed0945e65,16,2534.9400000000005,158.43375000000003
SC,9bcdfa7b615b3abb9461d9e3ad9886ae,14,2523.79,180.2707142857143
RJ,120476eb7a04c149d14772edaf5d9bf2,4,2519.63,629.9075
SP,e6a69c4a27dfdd98ffe5aa757ad744bc,24,2518.94,104.95583333333333
SP,8bdd8e3fd58bafa48af76b2c5fd71974,11,2515.55,228.68636363636367
RJ,30c7f28fd3a5897b2c82d152bb760c17,7,2503.1600000000003,357.5942857142858
SC,0417b067eeab773d2f7061a726dc477f,13,2501.7500000000005,192.44230769230774
GO,17908cf9b444ee34047cadd5c0f4a516,11,2495.41,226.85545454545453
PR,1b1ae47a313a825a7ccceb8e2e30fa9d,11,2490.4,226.4
SP,165b1235e9e9942cb5fae67103576fb0,11,2489.7999999999997,226.34545454545452
RS,4391ea5c5990502176a1dcda44a2373d,3,2484.3,828.1
SC,2be17df1c49978426251562096c3cc09,16,2477.55,154.846875
SP,bf84056e679dbe9c69929847a40e338f,36,2477.32,68.81444444444445
SP,f5f2ab9bdb6b30c14c61be68c5ed37da,18,2474.5499999999997,137.475
SP,272f092de69afedd4d2969440b37f18f,26,2471.34,95.05153846153847
SP,2f09f7d37a97956d11cc1a7cadd5262b,11,2468.41,224.40090909090907
SP,53d00c40e32aeb924a84ce72b1af869d,17,2462.07,144.82764705882354
SP,4c8b8048e33af2bf94f2eb547746a916,23,2458.8099999999995,106.90478260869563
SC,8fe8786ee000001ab51d030dfd4a7bf1,5,2456.4399999999996,491.2879999999999
RJ,3e8bd881d92466e63ba9e3e809cd3c50,9,2450.25,272.25
SP,e5475dcab1e07b63d7f6e902d8f5eda8,19,2443.22,128.59052631578948
PR,8ca1551acf9832a4cf467bbbac15851f,11,2442.9400000000005,222.08545454545458
MG,c8467937e403e76a8ee9f0ab13f6f5ef,30,2442.7400000000002,81.42466666666668
RJ,6b536a23086fba0d58c08d68814397f6,19,2437.9700000000003,128.3142105263158
RJ,373ee4a3a775a733770ca3f790b8b9ac,13,2431.81,187.06230769230768
SP,07bf9669d84d1f11be443a9dd938f698,18,2422.2200000000003,134.5677777777778
SP,93b9a99027bd8bd6af682aff18dd19bf,20,2420.1099999999997,121.00549999999998
MG,9dda5bbacd45e18d6485fee649205d09,19,2419.33,127.33315789473684
RJ,6aa3928696eab49a19a466e665a649fd,18,2410.68,133.92666666666665
SP,72bc2cce903c872fe376a8faaa81d237,17,2404.97,141.46882352941176
SC,abbf6046bbdf1028606a5bc7f00c99e7,7,2393.1400000000003,341.8771428571429
SP,55bb6fe5bebe5012e2d7d9928e1128ff,15,2393.0199999999995,159.53466666666662
SP,54583ab379489add547fe47b628db589,10,2391.08,239.108
PR,5debea795b07621e1f90532e18f96145,25,2388.1299999999997,95.52519999999998
GO,6a38087bc8ad4f89ff453561005f6dea,15,2381.3500000000004,158.7566666666667
SP,3a1a1fec38dd360f15fc912e821e169d,15,2378.63,158.57533333333333
SC,5b581417df4480f632484ba681e53944,12,2376.3,198.025
SP,d97df38225e5abadaff1e72cb72b823c,29,2362.92,81.48
SP,f41ce2e25237f9092cd8e6e7516c7a2f,27,2362.6,87.5037037037037
SP,25cf099de44674fde97473224f9d59ab,50,2359.5499999999997,47.190999999999995
SC,e5f9e61ceb5f523cc966e0f34095032f,4,2353.44,588.36
SP,3586b8580d9c917874e053a1bb37b5ff,36,2352.35,65.34305555555555
SP,87d30a6a0cbf89356e49324971ab1d24,17,2349.9100000000003,138.23000000000002
